x,y,z
5.077,5.973,2.867
11.724,12.097,3.525
10.784,-1.306,4.119
9.643,4.435,3.22
9.661,9.074,8.731
6.496,4.977,-0.552
4.729,5.412,4.498
12.719,0.867,8.644
9.396,10.439,9.167
-0.998,6.451,10.649
3.67,3.914,4.143
12.236,-0.27,8.242
2.244,5.556,-1.725
1.773,5.174,-2.069
4.746,4.337,4.87
-1.046,6.422,10.336
10.635,-1.689,3.786
3.516,4.008,4.948
9.414,9.466,8.686
8.875,4.381,3.806
10.763,9.083,9.285
11.565,10.98,6.508
9.21,13.11,5.377
5.759,3.011,11.882
10.688,10.494,5.76
12.662,0.542,8.274
6.818,3.109,10.5
11.262,8.39,9.272
0.448,6.571,-1.947
11.71,12.333,3.375
10.592,11.51,4.741
5.785,4.771,-0.181
7.295,5.304,3.98
5.691,2.988,11.892
6.828,3.289,10.691
9.166,4.208,3.553
9.624,11.835,5.652
12.189,11.678,3.415
9.224,13.256,5.239
11.304,8.689,9.055
10.511,-1.156,4.963
12.732,0.969,9.034
11.553,10.834,6.507
9.638,4.429,3.222
11.241,-1.554,4.415
-0.518,5.912,10.168
-0.061,6.662,-1.674
1.124,5.322,-1.995
4.54,4.811,4.194
3.691,3.914,5.136
5.13,5.378,4.724
6.158,2.875,11.927
4.7,4.534,4.692
11.636,10.848,6.501
10.567,8.91,9.166
-1.58,7.248,10.311
5.984,5.416,3.424
12.069,11.951,3.345
4.723,4.523,4.514
11.073,8.515,9.027
9.928,11.514,5.37
12.455,11.618,3.289
10.147,12.91,3.77
3.476,3.854,4.955
8.285,4.518,4.106
11.986,11.612,3.52
10.556,11.6,6.064
5.538,5.005,0.164
4.139,4.099,4.15
-0.967,6.13,10.279
10.97,8.604,8.701
-1.393,7.402,10.475
-1.363,6.641,9.684
5.995,2.916,11.836
5.916,5.824,0.511
-1.573,7.241,10.219
4.278,3.687,4.662
12.53,0.772,8.46
10.775,8.559,8.981
6.031,3.16,12.054
12.348,0.564,8.018
4.068,5.094,4.529
5.164,5.59,1.425
12.167,11.658,3.367
-0.428,5.501,9.327
6.177,4.749,-0.472
4.299,4.458,5.1
1.368,4.845,-1.889
10.169,12.575,3.942
11.404,9.537,9.296
9.539,10.759,8.998
9.311,4.558,3.462
11.757,11.971,3.634
11.564,10.418,6.217
-1.005,6.191,10.041
-1.04,7.032,10.737
-1.108,7.632,10.169
12.703,0.969,9.083
9.151,13.114,5.398
6.001,3.122,12.136
9.77,12.935,3.83
3.523,4.138,4.746
9.642,9.987,9.359
12.45,11.627,3.285
-0.069,6.659,-1.645
11.872,8.81,8.956
-0.929,6.072,9.227
9.047,4.738,3.358
11.047,8.731,9.155
12.066,9.814,7.07
-1.533,7.042,9.872
-0.694,6.999,10.896
1.219,5.905,-2.079
12.629,0.573,8.842
6.773,2.162,10.468
6.217,3.232,12.163
-1.318,6.454,9.489
3.413,3.691,5.132
10.767,-1.842,5.252
11.946,8.511,9.093
10.486,11.696,4.557
9.622,4.407,3.228
10.675,11.303,5.742
12.084,9.869,7.021
10.268,8.894,9.298
8.961,4.914,3.929
-1.358,6.703,9.266
1.362,5.594,-2.222
8.978,5.202,3.552
6.139,4.676,-0.492
9.327,12.656,5.461
-0.682,6.169,10.528
8.959,5.001,3.475
2.09,4.743,-1.873
1.692,5.936,-1.768
9.543,4.77,3.339
-0.447,6.558,-1.551
11.934,10.03,6.77
9.87,11.458,5.47
11.999,11.929,3.302
9.201,13.091,5.365
12.527,0.368,8.803
4.618,5.518,2.8
11.97,9.977,6.85
10.469,11.667,5.786
-0.775,6.916,10.85
7.489,5.089,4.11
12.478,11.61,3.277
-0.553,6.846,-1.662
8.598,5.35,3.758
1.5,6.316,-2.09
11.706,10.12,6.593
11.702,-1.107,5.594
12.583,0.723,9.003
11.173,-1.505,4.982
12.293,11.718,3.259
6.065,3.079,10.765
-0.847,6.198,10.013
1.655,5.642,-1.548
6.616,4.913,-0.653
4.55,5.501,4.186
6.071,4.635,-0.466
8.292,4.637,3.829
12.12,11.929,3.297
6.983,3.12,10.585
-0.506,5.811,10.177
10.415,11.91,4.627
11.29,9.567,9.102
9.611,12.383,4.029
-0.762,6.759,10.805
10.7,-1.655,4.399
-0.444,6.324,10.835
4.057,4.633,4.119
12.773,1.036,8.951
1.005,6.228,-1.642
11.629,9.376,9.286
-1.343,7.027,9.17
-0.506,5.879,10.337
9.397,12.521,5.676
1.389,4.749,-1.884
9.925,12.513,5.809
9.216,4.561,3.428
4.508,5.38,4.577
11.409,9.558,9.193
10.456,9.166,8.945
11.752,10.609,6.714
9.688,10.495,9.405
9.507,4.591,3.232
8.125,4.887,4.308
1.604,5.09,-2.042
-0.557,5.822,9.967
-0.886,6.264,9.869
11.612,11.616,3.786
8.367,4.686,3.68
7.072,2.315,10.638
11.831,-0.421,7.934
5.578,3.357,11.501
11.385,9.461,9.128
-0.36,6.608,-1.794
11.676,9.15,9.058
7.372,5.128,4.003
12.403,0.579,8.036
10.301,12.643,3.537
3.485,3.684,5.088
9.965,-1.76,3.271
12.52,0.82,8.985
1.254,5.401,-2.121
-0.416,5.881,10.286
8.154,5.524,3.778
-0.79,5.927,9.15
12.485,0.513,8.785
11.661,9.341,9.286
6.988,2.803,10.166
8.916,4.687,3.494
5.713,5.917,0.975
11.544,10.124,6.318
11.617,-1.215,5.529
3.552,4.014,4.838
9.207,10.411,9.215
8.586,4.549,3.677
0.283,6.657,-1.853
11.751,11.731,3.445
11.143,11.782,3.747
11.428,9.233,8.859
11.921,-0.788,5.84
6.427,2.876,11.605
10.624,11.418,5.742
3.343,3.593,5.173
4.734,4.258,4.921
0.619,5.55,-1.959
9.974,11.509,5.805
11.842,10.182,6.793
2.235,5.007,-1.965
6.013,3.135,12.159
11.566,12.295,3.46
6.067,3.103,12.193
5.149,5.92,2.363
12.195,11.306,3.527
10.664,10.874,5.876
0.408,5.563,-1.902
11.795,-0.842,6.587
5.993,4.626,-0.405
1.648,5.947,-1.983
5.85,5.078,0.145
10.215,-1.809,3.422
12.59,0.197,8.561
9.506,12.661,5.448
4.193,4.947,5.048
5.003,5.66,1.88
3.356,3.627,5.16
11.269,-1.253,6.348
11.444,9.431,9.085
12.319,0.272,7.518
9.193,4.487,3.557
8.174,5.168,4.242
5.743,3.005,12.049
5.301,5.438,0.89
6.0,4.628,-0.404
10.066,9.986,9.331
11.541,9.403,9.193
10.745,11.457,3.921
12.038,10.198,6.827
9.76,12.535,5.491
9.113,4.497,3.458
9.182,12.577,5.49
6.322,3.074,12.06
9.454,10.555,9.188
12.7,0.962,9.062
7.075,3.561,10.954
3.467,3.767,4.44
9.594,12.463,5.501
11.501,10.671,6.104
4.652,3.98,4.881
10.826,-0.859,5.728
10.657,-1.424,4.328
7.053,3.235,10.725
1.635,5.868,-2.135
3.607,4.51,4.131
11.235,-1.006,5.638
10.213,12.673,3.51
10.026,-1.529,3.787
6.315,5.124,-0.387
5.627,2.96,11.662
0.36,5.89,-1.926
-0.478,6.737,-1.694
10.736,9.558,8.941
10.744,-0.959,4.596
8.247,5.116,3.808
10.417,13.088,3.621
10.258,11.648,6.001
10.328,12.076,3.708
-0.582,6.95,10.642
6.756,3.519,10.745
11.557,-0.219,7.593
-1.481,7.719,10.013
6.053,2.835,11.339
5.803,3.242,10.916
3.65,4.534,4.107
10.197,9.72,9.209
11.145,12.339,3.484
0.54,6.38,-1.844
6.049,5.094,-0.144
12.457,0.454,8.71
1.829,5.295,-1.949
8.575,4.563,3.891
10.561,9.835,9.087
9.756,11.857,5.637
8.295,5.124,3.785
11.001,-1.258,4.29
10.328,11.586,6.072
2.308,5.301,-1.068
-0.79,7.333,10.518
6.02,3.299,11.557
10.964,-0.78,6.047
10.453,10.881,5.903
5.903,3.406,11.274
4.769,4.753,4.525
10.761,11.96,3.508
9.336,4.651,3.382
0.39,6.159,-1.889
3.919,5.013,3.721
10.332,10.22,9.138
0.545,6.18,-1.645
8.406,4.807,3.681
9.464,9.753,8.966
10.486,11.349,6.149
6.054,5.49,0.203
4.025,4.157,5.077
10.61,-1.871,4.678
7.668,5.679,4.046
9.737,12.706,3.884
-0.477,5.865,10.164
10.543,11.594,6.231
10.279,10.302,9.333
11.804,-0.46,7.346
11.511,-0.434,7.323
10.871,10.728,6.346
-0.757,6.714,10.102
9.452,10.99,9.439
10.313,10.284,9.301
10.238,11.491,5.449
6.075,4.971,-0.313
4.517,4.766,4.913
5.711,5.123,0.363
6.646,5.328,3.59
0.508,5.73,-1.991
4.379,4.194,4.262
11.235,10.761,6.193
0.142,6.217,-1.631
-0.972,6.584,9.095
4.862,5.181,4.29
11.343,-0.785,6.108
11.064,-1.612,4.46
-1.073,7.064,9.756
1.063,6.004,-1.774
-1.006,6.931,10.334
10.596,12.538,3.403
8.243,5.068,3.798
8.321,4.479,3.882
4.401,5.343,4.421
11.085,-1.333,4.823
10.625,12.811,3.589
-0.594,5.655,9.296
3.846,4.563,4.195
10.603,-1.774,4.942
11.143,-0.991,6.057
4.353,4.677,5.046
-0.869,7.002,10.248
1.028,5.656,-1.78
11.252,10.83,6.266
5.487,5.93,1.713
6.143,5.107,-0.288
10.667,-1.532,4.252
4.251,5.044,4.919
7.408,3.793,11.065
10.125,12.371,3.789
4.2,4.914,3.718
11.441,10.244,6.406
10.685,8.414,8.788
3.606,4.246,4.261
11.631,10.195,6.499
10.492,10.09,9.249
10.099,11.804,4.911
0.373,6.143,-1.921
10.279,8.845,8.733
10.954,10.629,6.011
6.777,3.07,11.071
6.032,2.872,11.208
9.594,10.3,9.419
10.563,12.417,3.581
4.331,4.587,4.017
5.891,4.999,-0.198
10.263,12.538,3.725
10.497,10.093,9.292
9.99,10.055,9.313
6.565,3.268,11.069
11.656,-1.019,5.081
10.974,-0.92,5.99
11.445,8.897,9.591
0.705,6.02,-2.082
11.427,-1.242,5.202
11.172,11.684,3.566
10.454,12.929,3.691
11.186,10.852,6.104
7.271,2.815,10.313
11.36,12.047,3.401
5.703,5.533,3.354
11.318,10.957,6.302
9.088,13.284,5.246
11.364,11.58,3.501
11.976,-0.599,6.96
12.101,-0.127,8.098
0.413,6.675,-1.914
5.891,3.167,11.784
9.744,11.801,5.559
5.844,3.452,11.244
9.341,9.514,8.802
10.975,-0.875,5.958
9.163,10.652,9.029
4.407,4.776,4.941
6.447,2.922,10.638
6.682,3.216,10.574
11.557,11.044,4.164
11.106,11.07,6.126
11.233,-1.264,5.843
11.212,12.267,3.466
10.097,8.769,8.786
4.331,5.093,4.762
4.01,5.147,3.793
8.116,4.806,4.197
9.657,12.594,5.623
5.989,3.019,11.322
11.551,-1.327,4.847
6.237,2.935,11.382
-1.202,7.689,10.077
6.049,2.905,11.204
7.494,2.929,10.751
11.701,-0.447,7.228
10.143,9.664,9.681
6.04,2.869,11.146
7.972,5.388,3.904
7.467,5.59,4.018
9.922,12.168,5.404
0.477,6.474,-2.016
10.83,11.332,4.798
6.006,5.133,-0.1
5.502,5.975,1.76
11.962,-0.289,7.707
10.295,11.031,5.675
0.362,6.065,-1.945
-0.142,6.464,-1.883
9.941,10.393,9.225
10.413,11.478,5.587
6.705,3.247,10.806
6.584,2.682,10.418
10.752,-1.3,4.579
10.578,12.145,4.369
4.477,5.543,4.039
2.313,5.511,-1.861
10.222,10.172,8.896
-0.676,6.878,-1.484
3.458,3.954,4.502
7.053,2.252,10.526
11.364,11.059,6.275
5.251,5.534,1.271
3.939,4.497,4.703
9.646,12.571,3.862
8.095,5.705,3.972
4.765,5.664,2.496
11.227,11.011,6.405
11.55,-0.789,5.372
6.006,5.01,-0.247
9.613,12.388,3.927
10.634,9.695,9.087
11.328,-1.216,6.571
-0.87,7.014,10.496
10.245,12.167,5.312
10.01,10.31,9.103
4.843,5.756,2.557
11.048,11.766,3.566
0.007,6.568,-1.737
8.165,5.234,4.078
10.491,-1.545,4.065
8.144,5.695,3.969
8.562,5.045,3.498
6.127,2.764,11.559
11.641,-0.75,6.865
10.221,10.24,9.17
8.466,4.759,3.291
0.45,6.226,-1.906
4.893,5.822,2.839
11.329,11.015,6.278
6.328,3.516,10.837
11.159,11.048,6.263
4.621,5.155,4.258
11.35,11.888,3.465
9.143,13.277,5.365
8.249,5.238,4.041
9.889,13.165,4.091
11.799,11.612,3.498
9.65,-1.786,3.188
12.079,0.077,8.458
-1.555,7.882,9.698
-0.91,6.569,10.279
-1.147,6.85,10.237
0.366,6.016,-1.959
3.693,3.786,4.323
0.184,5.977,-1.878
7.593,5.131,4.193
-1.359,6.982,10.015
0.286,6.417,-1.56
10.925,-1.122,5.837
11.743,8.214,9.159
6.172,2.663,10.891
0.859,6.224,-2.046
8.507,5.421,3.906
9.462,4.583,3.362
10.536,12.98,3.662
9.504,12.443,3.972
1.735,5.123,-2.041
9.486,9.327,8.756
10.914,9.77,9.11
3.963,4.383,3.636
9.797,4.607,3.092
9.119,13.226,5.268
-1.387,6.487,9.696
11.163,-1.084,5.073
12.521,-0.061,8.207
11.11,11.371,4.187
6.345,2.506,11.232
5.116,4.478,4.861
11.386,10.623,6.292
4.111,4.63,4.034
10.889,12.699,3.432
0.89,6.128,-1.57
6.194,5.127,-0.229
5.996,5.516,3.613
2.164,4.622,-1.747
4.897,5.343,4.678
10.892,9.806,9.136
11.035,9.33,9.514
9.821,4.719,3.07
0.804,6.326,-1.917
11.052,11.367,6.129
8.633,4.721,4.045
-0.969,6.447,10.432
-1.049,6.249,8.922
12.518,0.612,8.108
2.3,5.508,-2.001
6.271,2.549,11.399
5.114,5.437,1.264
11.15,9.408,9.459
8.369,4.494,4.068
5.41,5.206,0.252
7.524,5.242,4.281
2.285,4.676,-1.692
6.093,5.003,-0.101
10.631,9.461,9.506
9.404,11.687,5.46
11.211,12.372,3.612
11.27,-1.292,6.252
-1.297,6.601,9.637
6.532,2.737,10.702
10.979,9.01,8.799
6.346,3.356,10.785
6.359,2.928,11.242
4.44,5.509,3.075
11.153,10.459,5.771
8.874,4.772,3.422
11.201,12.043,3.589
5.499,5.698,1.077
7.091,3.467,11.273
9.173,12.656,5.451
11.487,10.242,6.322
6.571,3.371,11.497
9.724,4.457,3.162
-1.807,7.42,9.837
11.56,12.403,3.25
3.975,5.053,3.757
6.022,4.959,-0.243
10.021,10.022,8.823
9.692,4.341,3.037
12.442,0.342,7.693
6.687,4.879,-0.667
4.407,4.876,4.135
-0.67,7.027,10.918
8.321,5.146,3.788
4.151,3.818,5.359
5.098,5.149,0.981
6.271,5.111,-0.379
9.872,13.055,3.775
11.678,12.306,3.285
2.063,5.616,-1.795
4.067,3.931,5.422
11.12,10.187,6.105
4.118,3.8,5.346
0.527,6.492,-1.733
11.751,12.165,3.325
10.396,10.805,5.652
1.842,4.803,-1.984
10.322,-1.684,4.281
6.018,5.064,-0.182
6.292,5.318,3.524
12.314,0.336,7.636
8.755,5.155,3.397
11.211,9.246,8.944
5.962,3.136,11.112
12.8,1.156,9.134
4.429,4.109,4.021
11.558,12.254,3.276
-1.337,6.981,9.515
6.118,4.931,-0.236
4.904,4.159,5.193
10.288,10.189,9.134
1.185,5.178,-1.649
6.142,2.759,11.606
4.386,4.089,5.182
4.481,3.977,5.284
9.764,12.082,3.979
2.269,4.667,-1.838
10.657,8.808,8.887
2.371,4.525,-1.714
4.546,4.213,4.488
11.492,8.756,9.147
10.945,10.753,6.276
10.815,9.285,9.451
9.812,9.89,9.08
11.183,9.264,9.013
12.186,-0.123,6.969
1.007,5.686,-2.128
4.754,5.012,4.221
-0.822,6.376,10.067
7.382,3.744,11.157
12.473,0.193,8.571
-1.705,7.796,9.72
-0.72,5.984,9.438
2.252,5.543,-1.644
11.668,-0.622,6.992
3.791,4.004,3.99
2.201,4.645,-1.839
4.604,4.654,5.037
6.236,5.418,-0.213
0.654,6.487,-2.081
11.494,10.473,6.603
2.037,4.866,-1.771
12.296,0.165,8.405
3.806,4.368,4.156
11.645,12.161,3.276
-0.517,6.899,-1.525
11.626,8.916,9.193
9.472,9.593,8.799
1.715,5.351,-2.097
4.501,5.558,4.028
6.298,2.569,11.346
10.799,11.179,5.861
7.407,3.597,11.13
6.708,3.359,10.819
6.468,5.04,-0.525
11.096,-1.015,4.784
11.163,10.685,6.358
-1.504,7.595,10.221
12.625,0.546,8.793
11.188,11.669,3.529
6.232,2.938,11.669
9.872,12.456,3.895
6.583,2.438,11.113
7.211,3.672,10.948
11.369,9.321,8.832
2.36,4.953,-1.828
11.529,10.132,6.343
-0.651,6.867,-1.524
11.214,8.377,8.814
1.348,6.106,-2.035
11.674,10.123,6.521
7.1,2.405,10.296
11.883,8.676,8.928
11.862,10.392,6.613
-1.144,6.715,10.566
5.747,5.628,0.886
11.471,10.426,6.364
7.056,2.349,10.342
9.634,4.411,3.284
2.597,4.93,-1.838
11.457,8.954,8.635
-0.264,6.822,-1.826
-0.461,5.615,9.737
6.788,3.231,10.683
12.0,10.054,6.899
9.384,9.413,8.714
9.799,4.433,3.051
0.966,5.875,-2.024
12.373,11.818,3.23
0.637,6.302,-1.988
2.28,4.601,-1.78
9.738,12.149,4.227
12.638,0.83,8.627
10.28,12.468,3.728
11.7,12.221,3.324
5.587,5.672,0.539
-0.534,5.77,9.911
6.828,2.759,10.284
8.912,4.593,4.092
4.566,4.158,4.264
2.285,4.746,-1.879
4.858,5.418,4.193
11.896,8.676,8.915
5.087,5.044,4.616
-1.354,6.96,9.539
6.596,3.452,11.401
12.274,11.593,3.481
4.854,5.217,4.212
9.821,4.623,3.066
9.633,12.213,4.154
12.66,0.805,8.752
7.288,5.597,4.16
4.27,3.925,5.263
-1.436,6.889,9.996
12.798,1.151,9.147
-0.567,5.854,9.819
-1.075,6.368,9.847
2.631,4.828,-1.511
11.46,10.453,6.499
5.903,5.71,0.298
-1.349,7.185,10.136
9.772,11.895,5.374
11.561,-0.682,7.398
6.544,2.672,10.543
6.679,3.529,10.867
10.101,12.492,3.746
4.562,4.987,4.561
2.234,5.416,-2.044
5.412,5.756,1.406
10.53,9.538,8.985
0.5,6.131,-1.93
-1.362,6.836,9.52
9.572,9.826,9.245
10.202,11.847,3.813
9.315,4.46,3.572
11.796,-0.708,5.88
-1.284,7.328,10.386
7.143,5.739,4.179
11.666,-0.695,7.3
11.047,10.564,6.078
6.779,3.515,11.086
7.057,2.528,9.978
4.261,5.209,4.67
7.507,3.832,11.086
11.565,11.384,3.614
-1.127,6.451,8.869
5.609,5.878,0.905
9.204,4.947,3.439
0.03,6.27,-1.832
11.011,11.647,3.744
10.148,9.554,9.543
-0.952,7.002,10.735
9.317,4.454,3.571
11.109,11.019,4.376
-1.258,7.049,10.547
4.609,4.899,4.768
11.635,-0.829,7.385
5.412,5.629,1.174
6.682,2.972,10.769
1.702,5.588,-1.478
4.491,5.127,4.537
0.272,6.402,-1.712
11.605,11.335,3.639
9.829,12.502,3.81
5.277,5.575,1.181
4.082,5.248,3.62
1.038,5.716,-2.003
3.939,4.606,4.102
9.913,9.859,9.439
9.493,12.964,3.91
9.322,4.438,3.56
6.26,3.265,10.91
11.013,10.446,6.003
9.195,11.135,9.323
9.094,4.387,3.876
10.127,12.383,3.888
4.204,4.242,4.236
4.83,5.552,4.184
10.38,9.08,9.02
6.873,3.215,10.682
-1.603,7.438,9.812
10.477,12.169,4.372
11.985,-0.812,6.458
9.759,13.007,3.858
10.676,8.698,8.924
9.847,9.351,9.004
4.459,4.908,5.045
9.152,13.16,5.33
-1.569,6.862,10.142
11.713,-0.911,7.276
10.934,10.286,6.018
6.289,2.838,11.019
11.135,11.893,3.836
2.438,5.145,-1.848
5.585,5.778,0.737
4.506,4.886,4.779
6.065,3.454,11.342
6.079,2.63,10.846
-1.386,6.665,10.167
9.314,9.998,9.112
0.402,6.058,-1.95
-1.277,6.568,9.245
6.048,3.182,10.894
10.539,-1.898,4.594
11.321,-1.249,5.096
4.709,5.47,2.364
11.544,-1.098,5.508
5.116,5.859,2.145
11.083,-1.491,5.946
9.441,10.63,9.295
10.262,9.934,9.569
11.255,-1.226,6.091
6.259,3.532,11.388
0.912,5.858,-1.531
11.66,11.463,3.575
9.5,12.377,3.98
6.565,3.048,10.888
9.204,11.932,5.39
10.341,10.948,5.828
-0.336,6.639,-1.627
10.699,8.953,9.318
11.678,9.708,6.781
-1.47,7.566,9.955
3.977,4.22,3.719
-1.447,7.351,10.249
4.539,4.904,4.806
10.865,8.945,9.278
5.796,3.298,11.665
5.287,5.475,0.843
1.443,5.406,-1.874
12.363,-0.379,7.71
10.007,-1.673,3.485
11.851,-0.69,7.69
7.444,5.466,3.813
1.406,5.845,-2.166
-0.599,6.875,-1.572
11.941,-0.356,7.702
-1.697,7.661,9.538
9.194,4.385,3.841
7.492,5.447,4.107
5.93,2.938,11.273
9.723,9.458,8.938
9.555,10.376,9.277
0.756,6.192,-1.994
11.118,11.272,4.151
10.335,12.857,3.711
-1.127,6.402,9.923
4.598,5.224,2.151
11.631,11.193,3.775
10.347,11.397,4.663
7.403,3.593,11.055
-1.05,6.257,8.867
5.352,5.865,1.64
-1.332,6.453,9.568
-1.481,7.121,9.964
7.09,2.484,10.969
4.44,5.217,4.861
-1.157,6.468,9.235
11.01,-1.551,5.884
9.342,13.04,4.995
11.558,9.944,6.483
0.36,6.149,-1.609
12.457,0.19,8.519
6.023,5.005,-0.028
11.333,-1.08,5.483
10.612,12.746,3.633
-1.348,7.03,10.1
-1.017,5.984,9.271
0.356,6.534,-1.928
8.375,4.832,4.129
10.89,10.345,5.995
11.294,8.397,9.261
4.298,5.16,4.582
6.734,2.573,10.581
-1.231,6.753,9.642
-0.565,6.453,10.723
9.278,4.456,3.579
-0.352,6.67,-1.723
4.539,4.769,4.62
9.733,9.559,9.118
11.019,10.412,6.061
5.186,5.897,2.175
1.447,5.533,-2.074
5.094,5.863,2.258
3.715,4.415,4.094
9.379,12.07,5.641
-1.048,6.475,9.556
1.704,5.498,-1.592
10.796,-1.293,5.108
10.282,11.714,5.818
10.101,12.441,3.836
11.621,-0.769,6.473
4.799,5.491,2.179
4.771,5.469,4.04
10.757,11.891,4.529
7.942,5.028,4.003
9.516,10.053,9.0
7.908,5.052,3.985
8.245,5.275,4.108
4.282,4.265,3.814
9.543,11.589,5.435
10.468,9.472,9.716
-1.05,6.197,9.485
5.2,5.788,2.397
10.787,-1.245,4.692
9.406,10.142,9.097
5.954,2.857,11.479
7.816,4.799,3.708
4.806,4.413,5.003
-0.007,6.245,-1.632
10.589,11.696,4.144
5.947,2.933,11.408
5.341,5.718,1.353
1.143,6.293,-2.106
1.358,6.042,-2.205
4.705,5.56,2.277
9.898,8.868,8.573
3.75,4.42,4.318
8.521,4.853,4.164
9.516,13.063,3.854
-0.818,6.056,10.142
10.807,9.824,9.178
11.506,-0.81,6.235
11.066,-1.346,5.904
6.75,3.413,11.273
11.511,-0.934,6.525
4.774,5.083,4.607
11.586,11.049,4.027
10.79,11.898,3.925
11.119,-1.488,6.059
5.963,5.834,0.486
8.891,4.537,3.894
1.752,5.768,-2.181
10.153,11.128,5.355
9.895,10.069,8.831
9.414,13.183,3.866
9.25,4.892,3.604
9.085,13.223,5.241
10.112,10.756,5.659
2.356,5.201,-1.804
11.693,-0.999,5.485
10.174,11.128,5.466
0.483,6.532,-2.043
4.84,5.663,2.303
9.009,4.954,3.782
2.201,5.848,-2.014
10.394,10.768,5.612
9.568,12.212,5.722
9.444,11.994,5.612
10.582,-1.737,4.505
-1.468,6.721,10.269
10.98,10.672,5.627
11.496,-0.902,5.893
8.029,5.168,4.127
-0.742,5.784,9.57
11.655,-1.016,5.019
10.905,12.071,4.049
5.984,5.907,0.574
11.607,11.518,3.758
4.24,5.019,4.631
4.959,4.251,5.23
-1.854,7.51,9.815
9.964,9.065,8.625
0.93,5.825,-1.529
11.216,11.331,3.976
4.473,4.262,4.326
0.767,6.29,-2.126
10.223,13.004,3.793
11.767,11.495,3.689
9.365,11.906,5.524
-1.096,6.503,10.559
5.979,5.557,3.481
3.959,4.152,5.285
8.573,5.347,3.646
9.092,4.677,3.846
0.616,6.3,-1.69
10.488,9.827,8.876
-1.155,7.946,10.097
6.187,5.241,-0.252
5.933,5.081,-0.094
11.346,-1.125,4.994
11.252,8.539,9.344
5.932,5.874,0.542
11.507,-1.235,4.942
9.269,4.754,3.514
-1.229,6.834,10.007
9.523,12.154,5.775
4.42,5.247,4.799
5.939,3.18,11.166
4.692,5.336,2.044
5.701,5.346,0.577
9.429,13.299,3.867
11.307,-1.153,4.883
-0.126,6.131,-1.768
11.617,-0.922,6.175
9.613,12.643,5.507
0.116,6.592,-1.817
7.115,5.283,4.083
5.838,2.928,11.599
3.743,3.854,4.763
11.296,-1.022,5.532
4.529,4.992,4.993
4.008,5.029,3.75
4.861,4.739,4.554
8.492,4.923,4.255
6.75,2.598,10.467
1.858,5.759,-2.128
10.83,8.51,8.847
10.081,11.978,3.928
10.251,11.439,4.621
9.288,12.928,5.472
3.83,4.331,4.6
5.747,2.949,11.432
-1.48,7.036,9.172
-1.541,6.809,9.823
-1.401,7.418,9.6
-1.441,7.1,10.234
9.505,9.33,8.74
11.611,-1.073,4.91
10.226,9.753,9.475
1.407,6.266,-2.213
-0.657,6.846,-1.549
6.01,2.806,11.335
-1.65,7.849,9.836
5.744,5.815,1.097
1.292,5.9,-1.771
5.294,5.621,1.587
7.25,5.444,3.835
-1.239,6.9,9.571
-0.009,6.458,-1.702
7.456,3.858,11.163
6.392,3.028,10.585
8.54,4.761,4.185
10.001,9.553,9.509
-0.807,5.912,9.42
10.067,11.611,4.275
1.657,6.002,-2.109
7.224,2.968,10.996
7.886,4.888,4.207
11.327,9.646,8.822
11.242,-1.137,5.777
-1.144,6.485,9.011
9.883,10.033,8.79
11.112,8.805,9.149
9.905,11.904,5.545
4.813,5.461,4.124
11.09,-1.291,4.59
5.743,5.818,0.505
9.542,12.186,5.656
3.867,3.855,4.652
6.239,3.059,11.012
5.306,5.54,1.151
1.399,6.319,-2.202
8.346,4.521,4.119
9.92,8.866,8.577
5.318,5.582,1.132
1.414,6.031,-2.145
9.588,11.788,5.575
0.816,6.088,-2.126
11.6,-0.979,5.831
8.463,4.893,4.313
6.749,3.506,11.672
10.719,9.035,8.88
0.029,6.809,-1.792
11.004,11.768,3.897
6.273,2.967,10.989
10.002,11.477,5.922
6.941,2.324,10.085
5.809,2.924,11.458
7.745,5.22,3.713
11.309,-1.182,5.035
5.789,3.449,11.3
4.364,4.565,5.149
1.654,5.729,-1.519
4.941,4.379,5.151
10.085,-1.24,4.262
-1.177,6.591,10.402
5.712,3.227,12.11
5.542,5.622,0.822
10.561,-1.872,3.844
6.216,5.469,-0.09
0.516,6.516,-2.119
9.907,9.955,8.811
11.168,-1.52,4.633
9.593,11.979,5.719
11.119,8.503,8.962
9.98,9.711,8.66
4.889,4.903,4.67
-1.043,5.964,9.631
10.064,9.572,9.142
6.491,2.971,10.754
4.865,5.11,4.84
9.898,10.042,8.806
9.852,9.384,9.219
9.99,11.971,5.608
10.546,8.971,8.765
11.583,-1.25,5.538
4.541,5.428,4.456
5.613,5.76,1.364
1.553,5.732,-2.137
1.849,5.846,-1.838
10.11,12.39,3.82
9.971,9.525,8.69
6.314,3.194,10.951
8.704,4.497,4.054
9.433,9.626,8.674
-0.718,5.731,9.062
11.257,-1.085,5.514
4.996,4.897,5.04
10.38,12.199,5.18
6.062,5.921,0.364
11.621,-1.211,5.428
4.766,4.43,5.12
11.271,8.282,9.059
1.572,6.169,-2.191
-1.492,7.096,10.391
-0.783,6.629,10.323
12.184,-0.536,7.149
11.715,-0.491,7.172
3.963,4.57,4.192
5.662,3.008,11.837
3.414,3.599,5.231
4.604,5.15,5.012
9.581,11.773,5.612
0.004,5.997,-1.746
9.13,13.225,5.271
10.662,10.071,9.595
9.237,12.582,5.48
9.344,4.873,3.517
-1.604,7.564,9.847
11.23,11.001,6.396
