x,y
7.438,-1.035
10.07,4.523
4.47,5.081
-1.019,2.578
4.921,6.198
14.414,8.093
5.429,5.79
-4.798,8.301
6.143,-0.504
12.224,15.123
4.859,6.101
10.894,5.151
9.783,13.912
14.547,1.284
8.064,6.005
4.959,4.132
-5.256,8.308
14.9,1.743
-5.175,6.916
-5.188,7.601
-0.815,2.446
11.4,10.673
5.665,9.389
-5.483,8.516
9.893,12.71
13.376,-0.731
7.042,-1.034
6.572,-0.662
10.075,14.627
4.839,5.683
-0.532,3.059
4.723,8.725
14.785,9.914
-1.291,4.844
-4.834,8.205
14.9,10.825
10.39,14.059
10.238,4.783
12.716,-1.99
-5.758,8.611
7.933,6.126
13.355,-0.853
11.173,11.117
6.418,-0.405
8.109,-0.768
4.745,5.556
6.611,0.471
11.921,14.523
-4.147,7.81
5.051,9.126
10.125,5.351
-1.565,5.349
11.179,14.35
15.097,10.073
-6.195,8.205
10.243,4.76
11.652,13.612
-5.893,8.369
5.108,5.19
13.283,-0.836
4.94,8.735
6.882,-0.908
-0.85,3.52
4.757,5.651
-1.295,5.249
11.923,14.379
9.743,14.443
4.905,8.656
3.76,6.215
-1.194,4.13
3.903,5.409
15.124,10.443
9.192,14.604
10.239,4.774
6.464,-1.317
11.462,11.375
7.283,12.38
9.882,4.523
10.086,14.481
4.195,5.072
4.801,6.214
14.447,9.769
6.877,-0.676
-5.199,8.903
10.529,13.862
13.246,-1.65
9.49,14.747
14.195,9.274
14.456,10.402
5.021,5.14
8.403,13.163
-5.331,8.27
13.232,-0.857
11.6,11.59
6.407,-1.069
11.176,14.531
-0.533,2.701
5.217,9.134
5.05,5.34
5.85,-1.171
7.026,-1.287
-5.385,8.073
14.818,11.182
-1.465,4.859
-4.56,7.919
6.312,-1.44
10.792,-3.264
12.193,-2.891
4.143,7.519
12.542,-2.534
4.144,8.228
11.832,-1.879
15.41,11.332
15.457,10.189
12.09,-1.754
5.96,-1.017
-1.258,4.43
11.88,14.587
9.571,14.116
6.485,-0.975
9.555,13.183
10.903,11.965
-1.543,5.857
14.579,9.347
12.229,10.247
-5.454,8.919
3.636,5.409
-5.602,8.723
5.048,5.312
14.634,9.182
5.368,-1.181
5.202,8.709
-1.188,3.619
14.162,-0.497
10.344,-4.303
13.687,-0.482
8.178,5.809
-0.788,4.003
-1.563,6.27
13.908,-0.501
-4.845,9.171
9.972,4.626
8.299,5.779
5.969,-1.23
14.423,10.587
15.26,11.118
-1.1,4.716
11.467,13.836
9.987,14.979
-5.259,7.709
4.437,7.397
11.984,14.309
10.758,13.289
6.719,0.183
-4.135,7.581
4.418,8.565
-4.911,7.919
-5.245,8.511
7.243,-0.405
5.006,5.463
-4.484,7.758
11.742,-1.932
9.442,14.59
11.961,10.579
-1.381,4.953
14.669,0.435
6.295,8.889
12.315,-2.505
10.259,15.131
-5.422,8.375
-4.515,7.327
-1.118,5.215
9.103,5.129
11.632,11.502
14.299,8.485
4.693,5.613
7.406,-0.901
-4.979,8.106
-6.221,7.505
10.205,4.773
-1.485,5.934
4.866,5.313
14.553,10.558
11.511,11.408
4.1,8.334
-1.159,3.773
4.012,8.108
3.716,5.209
9.495,12.844
-4.792,7.679
-0.955,3.496
11.569,-2.717
10.173,12.036
9.985,14.546
13.034,-1.697
4.262,7.647
4.66,6.366
10.646,13.669
8.636,5.358
14.813,11.076
8.654,5.436
8.896,5.596
3.968,5.459
10.01,13.008
15.311,9.775
-4.747,7.513
4.168,8.078
11.508,-3.22
14.918,11.162
5.711,-1.125
8.514,5.044
5.322,4.799
-1.655,5.324
10.815,13.974
5.876,-1.17
4.751,8.669
-0.668,4.453
-0.682,4.152
4.094,7.67
13.748,10.2
4.01,5.091
9.27,5.103
9.139,14.703
-5.433,7.186
15.294,9.767
12.863,-1.863
11.891,-1.65
6.224,-0.415
12.478,-1.267
5.076,5.614
12.001,14.046
10.856,14.325
11.898,-1.761
5.505,9.486
9.648,4.766
-0.626,3.663
10.743,12.517
14.784,10.771
8.999,14.74
10.153,5.25
8.421,13.267
14.03,10.923
-0.652,2.808
12.559,-2.505
10.76,12.438
-1.025,5.199
4.049,7.752
9.847,5.318
-0.238,3.412
11.129,12.181
9.379,12.583
9.594,12.782
10.983,-3.439
-5.439,8.144
11.343,11.834
12.301,-2.021
8.834,5.482
-4.843,7.053
12.357,-2.984
10.874,14.447
5.402,9.5
11.733,14.482
4.621,5.428
5.598,4.742
-5.019,9.063
13.935,10.175
-1.306,4.362
11.55,14.047
4.412,5.076
12.037,14.612
9.777,15.048
11.873,14.547
9.651,12.959
-5.845,7.805
7.024,5.805
4.69,4.186
9.425,5.733
9.946,4.863
-1.122,4.876
14.941,10.091
-5.717,9.278
6.405,9.254
6.313,9.053
12.023,-2.916
14.488,8.575
5.463,9.462
12.22,-2.947
10.262,5.16
-5.283,8.183
9.426,12.68
4.97,5.464
6.082,-1.431
4.453,7.574
5.565,8.936
8.968,14.843
11.949,-3.007
-1.806,5.311
12.45,-1.8
9.019,12.701
-1.271,5.496
7.917,5.604
5.513,-1.136
4.185,4.181
12.086,-2.3
5.115,5.309
3.828,5.972
5.16,5.507
9.168,5.21
7.448,-1.041
-0.546,3.584
14.089,9.078
10.228,14.051
10.674,13.347
8.664,12.962
4.74,7.55
5.664,-1.2
-4.447,8.442
-5.022,8.319
-4.974,8.875
-5.638,8.487
14.142,10.708
12.287,-3.084
15.3,10.051
-0.472,4.355
-1.592,6.323
5.9,-1.089
-5.193,9.326
4.971,9.029
-0.915,4.076
4.633,8.447
8.305,5.881
-4.844,8.179
-1.426,5.468
6.528,0.426
6.957,-1.289
9.238,4.972
14.998,10.28
-4.81,7.155
12.979,-1.954
-0.574,3.984
7.013,-0.21
8.644,5.127
10.952,10.77
12.047,-2.082
-4.307,7.822
14.738,10.791
14.577,8.908
9.866,12.538
4.841,6.283
11.576,-3.302
5.395,9.364
9.454,12.671
4.183,4.437
6.429,-1.14
5.021,8.612
-0.467,4.384
9.06,4.722
13.776,10.168
4.96,8.66
-0.723,4.069
9.874,12.755
-1.131,4.558
12.694,-2.293
9.191,5.097
5.916,-0.163
14.419,9.449
-1.186,5.75
11.19,14.344
6.46,-1.13
10.251,12.151
8.011,-0.829
5.676,-1.199
8.468,5.495
12.013,-2.872
5.758,-1.515
5.02,4.732
-0.783,3.733
5.554,4.777
10.803,-3.301
-5.677,7.861
4.997,-1.002
5.186,8.891
10.894,-4.102
6.283,9.444
-1.034,5.169
14.724,10.671
11.781,-3.361
9.697,12.644
14.164,8.842
14.494,10.545
5.272,5.492
-4.911,7.336
14.743,10.327
6.824,-1.122
5.213,5.701
14.793,10.739
14.584,10.369
9.797,12.417
14.031,9.618
12.481,-2.5
4.799,5.942
4.95,8.886
-0.827,3.763
-0.498,3.652
10.079,14.51
14.333,10.406
6.461,-1.156
9.448,4.7
14.192,10.958
-4.346,6.917
12.257,-2.47
5.633,5.381
10.598,13.462
5.644,9.601
12.5,-2.618
5.352,4.778
14.116,8.451
-0.45,4.161
-5.705,8.439
-5.735,7.753
13.561,-0.863
13.528,-0.985
4.008,5.338
5.239,-1.165
4.144,3.662
5.239,5.427
9.85,12.644
-1.779,5.184
8.388,13.245
15.708,9.936
8.938,13.015
10.232,5.198
-5.21,9.013
10.868,10.998
12.86,-1.216
-6.197,8.895
8.849,5.104
12.904,-1.162
-0.883,3.858
5.393,-1.247
7.952,-0.825
4.694,5.661
5.888,9.309
9.913,15.049
-4.553,7.794
6.843,9.084
4.294,4.911
-1.039,2.802
4.746,7.584
15.333,10.722
5.107,9.092
-6.152,8.82
5.822,9.441
13.454,0.316
13.922,-0.744
5.422,-1.086
9.337,5.346
3.746,5.657
3.677,7.525
10.097,15.138
-0.885,4.262
6.646,9.065
4.194,7.249
-1.511,3.956
-5.362,7.818
15.635,9.658
7.806,5.875
10.05,5.329
8.543,13.285
10.965,10.564
-1.721,5.725
9.212,5.203
11.929,-1.707
15.068,10.102
4.871,8.921
11.111,14.567
11.905,-3.6
4.094,5.575
15.291,10.302
10.162,11.358
9.24,5.341
8.444,5.198
6.164,-0.872
9.62,5.503
11.76,14.493
4.847,5.451
7.841,5.818
14.186,0.137
4.164,8.218
6.932,9.139
3.662,7.827
9.55,4.784
11.293,13.61
5.516,-1.276
10.394,12.179
14.735,10.016
6.761,-0.65
10.568,14.966
5.858,9.537
5.218,-0.764
9.828,-4.508
-0.914,4.637
4.455,6.343
5.334,8.936
14.681,8.565
5.74,-0.82
5.46,9.446
10.376,15.003
4.26,5.613
5.588,8.973
10.673,14.309
-1.12,3.958
8.551,12.786
11.444,14.946
9.994,15.215
14.446,-0.107
9.298,12.65
15.039,9.153
5.413,-0.487
6.799,9.162
7.728,-0.506
14.325,-0.044
4.554,6.114
4.681,4.919
-4.55,8.944
5.024,5.809
13.33,-0.125
-1.632,4.622
-4.399,7.393
11.341,10.715
7.499,5.973
-1.614,3.268
8.917,14.855
4.727,5.024
3.955,4.809
3.624,5.509
4.51,7.709
12.045,-1.846
15.603,11.473
-0.797,2.753
4.745,5.575
5.133,8.005
5.431,5.755
-1.252,3.722
-4.519,8.576
11.678,-2.953
4.416,4.86
11.043,11.2
15.59,11.66
4.064,4.163
6.12,5.517
15.346,9.394
12.777,-2.281
11.343,15.2
13.938,10.325
9.928,14.895
15.015,10.775
-6.37,8.404
10.022,15.125
10.561,10.892
-0.561,3.434
-5.985,7.894
-5.123,9.199
-6.495,7.77
11.591,13.802
3.924,4.033
15.234,9.84
15.215,9.203
-0.983,4.068
11.068,10.61
5.801,5.374
5.956,-0.053
-0.862,3.504
-6.348,8.235
-4.334,8.618
13.515,0.27
15.161,10.549
-4.881,7.08
-5.87,9.118
13.984,-0.35
-4.845,8.908
-5.337,8.069
-0.913,3.377
12.082,14.558
4.923,8.221
-5.303,6.785
5.299,9.024
11.144,14.409
5.434,5.931
15.36,9.409
-1.578,6.266
11.057,10.481
13.966,10.239
5.515,-0.706
6.261,0.294
-5.026,7.646
11.803,-3.699
-1.136,2.865
-5.21,9.372
5.159,-0.901
-5.288,8.622
5.236,-0.807
11.105,-3.856
11.07,10.432
5.257,4.79
11.493,10.139
7.186,-0.864
-4.943,9.091
-1.207,5.558
10.387,-4.057
6.09,-1.414
5.852,-1.357
8.274,5.63
5.212,5.844
12.631,-2.193
9.386,14.351
15.651,11.615
5.454,9.399
10.2,14.996
-1.568,5.734
13.999,9.918
15.514,11.692
-0.864,3.237
9.964,4.969
15.627,11.595
9.6,13.055
14.741,9.379
-4.814,9.064
-5.418,7.087
10.384,-4.136
7.834,-0.797
6.023,-1.332
15.106,8.859
5.02,5.466
-0.528,3.175
9.6,13.958
4.13,8.002
5.978,9.403
5.392,4.714
-1.543,5.883
5.939,-1.622
15.082,11.413
4.99,5.883
9.71,5.622
15.627,10.086
-4.61,8.862
-5.23,8.777
10.893,-3.444
-0.84,2.474
5.943,-1.093
-0.412,3.34
5.278,5.362
-5.041,7.665
5.65,9.374
8.684,13.101
-1.618,6.083
11.748,-2.822
15.309,11.528
10.135,15.259
10.157,5.233
15.283,8.731
5.95,8.678
12.555,-2.012
10.3,13.839
7.989,-0.875
9.701,5.376
-5.606,8.717
14.803,10.802
6.007,-1.49
10.244,13.848
14.307,10.381
15.325,11.431
11.425,-3.252
14.608,10.721
-6.114,8.976
4.015,5.562
10.739,4.966
9.6,13.061
-0.628,4.528
11.644,14.319
10.603,13.742
10.207,5.253
14.551,10.494
5.337,5.045
10.6,-3.84
10.594,-4.016
8.075,5.302
5.159,9.145
10.532,13.969
11.635,14.309
4.952,7.643
6.428,-1.523
12.035,-3.422
15.051,10.839
6.622,-0.558
9.445,14.242
-1.598,6.344
6.663,-1.106
-0.816,5.149
-1.146,5.611
5.294,8.794
11.773,-3.194
-0.928,3.218
6.22,8.866
14.203,10.54
6.149,-1.536
10.708,-3.539
9.812,14.137
10.31,15.144
4.692,8.618
10.202,-4.145
4.939,9.052
12.051,-2.949
11.626,14.414
4.974,6.131
-0.849,4.51
9.417,5.379
10.171,13.903
-1.127,2.623
9.596,14.116
14.68,10.893
10.542,-4.206
6.648,-0.91
11.659,14.331
5.658,4.89
15.157,11.455
6.189,-1.423
5.782,8.936
14.496,9.57
6.358,9.276
6.452,-1.513
11.063,-3.772
4.027,5.727
12.267,14.871
5.302,5.864
8.629,13.229
9.225,13.102
11.173,-3.963
12.124,-1.807
4.031,5.197
11.811,-3.401
-0.876,4.698
5.49,5.89
5.275,5.359
14.084,-0.03
4.509,5.171
5.0,6.014
5.523,-0.977
10.452,14.133
6.125,-1.554
10.408,-4.196
-1.091,5.317
9.853,12.925
9.17,13.083
10.176,14.686
9.434,13.233
9.104,14.952
-1.384,5.464
4.283,4.919
5.295,5.4
4.013,4.555
5.15,5.344
10.219,5.265
14.343,1.013
9.016,13.068
10.844,-3.506
15.209,8.566
-1.412,5.828
4.963,8.488
5.935,8.965
4.596,4.88
-1.243,5.2
7.896,5.473
12.356,14.887
4.892,8.405
10.957,-3.465
9.204,12.63
9.432,13.094
14.862,10.756
15.113,11.418
5.349,-1.166
-1.26,5.218
15.75,11.113
11.579,14.483
-1.597,5.257
5.062,5.385
3.599,5.72
15.281,11.517
-5.35,8.354
9.487,14.429
6.48,-1.126
15.151,11.447
4.764,5.16
-4.249,7.926
7.204,-0.202
9.213,13.05
14.3,0.336
-4.526,7.353
14.857,9.052
-4.103,6.959
12.137,-3.282
3.905,5.345
5.253,5.551
15.171,11.501
5.77,-1.0
9.412,13.091
5.413,8.99
4.109,5.478
7.627,5.634
-4.916,8.813
-5.324,9.278
6.006,-1.303
4.676,7.757
-4.186,7.496
-0.896,3.321
11.058,-3.032
7.956,5.584
-4.999,9.008
4.565,4.894
11.296,-3.634
-5.836,8.604
-4.866,8.882
-1.054,4.15
9.541,14.397
-0.579,3.809
-4.226,7.807
9.95,14.839
11.497,-3.527
4.023,5.443
-4.233,7.878
10.449,12.602
9.41,14.671
-5.004,9.029
15.049,11.33
6.32,-1.413
9.565,13.105
9.272,14.596
6.03,-1.468
14.437,11.037
-4.775,8.639
10.137,14.598
-1.264,5.184
-4.301,8.554
6.521,-1.364
7.057,-0.905
-0.994,4.806
14.758,9.603
5.703,-1.253
8.53,5.783
-4.239,7.846
10.381,12.353
9.219,12.552
3.941,5.598
9.545,13.164
7.775,5.603
-6.037,8.041
11.036,-2.753
14.01,-0.689
7.725,-0.735
5.761,-1.182
5.767,9.36
3.922,4.963
15.095,11.573
11.53,14.945
-4.924,8.131
6.064,8.875
-4.625,7.462
-1.537,4.962
10.425,14.263
14.82,9.045
6.933,-1.272
9.175,5.262
-5.506,8.443
11.479,11.384
9.702,12.833
-6.334,8.238
10.734,12.169
13.976,-0.199
8.019,-0.577
5.173,-0.996
11.177,12.464
4.681,4.469
-0.994,5.615
11.543,15.048
9.83,4.684
6.676,9.195
9.23,5.281
-1.666,3.689
4.18,4.832
15.492,9.382
14.643,10.373
10.526,5.423
5.609,9.261
10.977,11.12
7.596,-0.822
-6.236,8.053
12.336,-2.43
14.515,0.617
7.621,-0.756
5.208,-1.029
3.754,7.172
4.015,4.358
6.307,-1.273
12.005,15.108
9.213,5.205
5.927,8.698
11.501,11.367
-1.819,4.145
4.952,5.411
15.284,8.821
14.278,8.166
5.468,8.25
-4.436,7.158
11.91,10.069
8.985,5.265
14.581,9.627
7.475,5.949
11.983,14.22
13.362,-1.488
3.946,4.345
-0.533,4.298
9.389,5.397
4.753,7.926
6.234,9.073
-0.806,3.17
12.719,-1.183
10.058,-4.282
9.46,5.114
-4.445,7.926
5.865,8.583
-0.916,3.768
5.928,-0.582
8.405,12.929
10.22,5.151
4.838,5.175
-1.455,3.043
4.014,7.255
12.858,-1.281
-0.616,2.542
11.804,10.916
-1.623,5.842
5.912,-0.971
-6.176,8.605
11.442,14.998
-5.199,8.873
-6.197,8.399
5.644,9.494
11.085,11.12
6.045,-1.475
11.438,11.45
-0.438,3.237
4.128,4.853
6.633,0.109
14.809,8.902
9.999,4.977
14.579,8.941
-5.342,8.919
11.561,10.552
6.246,-1.275
14.455,-0.128
10.148,12.112
10.083,5.15
-5.521,7.444
5.395,-1.134
10.787,-3.932
14.816,8.647
9.285,5.131
6.067,9.106
9.827,12.902
9.475,5.372
5.301,5.934
6.833,9.09
6.647,-1.012
3.859,4.116
8.353,5.044
5.375,-0.943
14.565,8.478
5.417,-0.948
11.601,-3.439
-6.341,8.362
3.874,7.701
6.422,9.154
-1.793,6.479
10.55,5.197
6.872,0.067
-1.762,4.629
4.437,6.049
-6.05,8.586
8.26,5.793
12.274,14.478
4.032,5.598
-5.469,7.462
15.512,10.32
4.08,4.592
-0.978,3.019
9.432,5.293
-4.411,7.367
14.255,-0.342
8.348,13.237
-6.226,8.225
13.876,10.005
4.003,4.324
8.898,14.948
-6.212,8.471
15.159,9.353
11.624,14.43
11.856,-3.175
14.7,8.428
15.193,10.492
11.742,14.263
14.472,10.994
10.823,10.968
-4.513,8.884
5.915,-1.146
-1.368,6.023
10.847,11.212
6.953,0.018
13.772,-0.88
9.582,12.529
6.347,-0.245
4.539,7.654
6.142,8.852
8.328,5.689
14.87,8.326
11.181,-3.678
12.459,-1.398
4.74,4.814
15.691,10.118
10.675,-3.344
13.065,-0.851
15.091,8.502
-1.483,3.359
11.3,-3.805
14.836,8.428
5.257,-1.323
4.139,4.185
-4.38,8.734
4.037,4.252
3.788,4.975
-1.486,3.341
10.322,4.996
6.883,9.017
10.425,14.45
-1.657,3.036
-5.956,8.424
5.895,-0.592
12.918,-2.143
10.154,5.335
-0.435,4.365
14.594,8.181
-0.919,5.219
-1.443,2.744
11.729,-2.097
10.667,14.98
4.736,8.189
11.546,10.687
-5.319,9.265
10.032,5.22
7.51,5.986
9.503,5.405
11.18,12.226
5.629,-0.641
12.152,10.8
10.89,11.244
11.106,-3.433
-1.531,3.842
9.091,4.707
5.884,8.768
-0.748,3.962
6.69,9.087
4.93,9.314
11.294,10.339
9.945,12.668
6.608,9.094
7.796,5.941
4.074,4.269
14.313,9.244
15.335,8.862
7.63,5.714
12.209,15.219
4.028,7.999
4.117,3.859
11.775,-1.882
-1.257,2.745
7.892,-0.438
-6.07,7.233
6.256,-1.461
-6.441,7.978
-5.803,8.017
-1.622,3.383
9.489,12.669
11.809,10.421
9.39,5.306
-6.289,8.178
6.92,-1.314
13.982,0.836
4.815,5.184
14.375,0.36
11.996,15.23
4.175,4.093
-4.588,6.478
6.149,0.029
9.271,14.909
14.485,0.495
8.567,5.294
-6.417,8.004
9.074,14.897
-6.179,7.546
-5.211,9.298
12.756,-0.83
14.73,10.385
5.678,-0.523
14.714,8.469
3.709,4.937
15.637,10.698
11.697,14.443
-4.806,9.201
5.461,9.003
8.467,5.904
-1.05,2.516
10.44,12.375
14.863,8.819
4.798,5.324
10.134,4.676
14.784,10.627
10.592,12.451
9.198,12.913
-6.029,7.701
11.684,-1.991
14.075,-0.572
4.055,8.006
5.691,-0.859
-4.784,9.196
4.875,5.008
7.403,5.65
10.388,15.288
14.072,10.408
6.195,8.981
6.195,-1.471
-1.442,3.741
10.179,13.762
14.772,9.077
11.551,-3.852
10.086,4.569
-4.416,7.994
10.506,11.863
7.461,0.004
-6.199,7.498
-5.846,8.37
14.544,0.776
8.424,12.961
5.22,-0.593
4.504,8.566
4.697,4.597
-1.671,6.363
11.384,14.866
3.7,5.091
6.323,8.85
-0.875,2.997
-0.898,2.616
8.337,13.447
15.206,9.184
11.718,-1.931
9.11,4.956
3.716,5.588
11.465,10.89
-0.775,4.005
-6.233,7.831
14.488,9.606
10.217,12.454
12.975,-1.798
5.265,8.441
15.47,11.399
5.876,8.836
4.881,5.551
-1.277,3.883
8.711,5.925
11.881,10.538
5.543,8.23
10.455,5.114
11.49,-3.603
11.797,10.707
11.7,14.475
10.043,4.685
4.09,7.99
14.836,9.428
10.456,15.365
6.44,9.178
8.84,4.66
14.76,1.126
10.857,-3.627
-6.289,7.282
15.468,11.219
-6.038,7.899
5.889,-1.5
5.366,-0.699
3.689,4.992
5.797,-0.772
-1.276,5.897
14.904,9.29
6.752,-0.639
10.239,4.645
-4.316,8.043
6.203,-0.48
7.67,-0.667
-6.058,7.98
7.635,-0.752
12.802,-1.783
15.302,11.507
5.693,-0.666
11.007,12.181
-0.857,2.389
6.056,-0.922
4.836,8.004
4.644,8.351
4.819,4.788
9.341,12.642
14.376,8.988
14.014,9.03
4.638,4.287
11.248,-4.068
3.983,4.181
6.843,-1.121
-1.53,3.265
9.065,12.965
12.046,14.065
9.88,14.456
11.34,11.538
7.506,-0.967
-6.044,7.25
-0.901,2.553
12.041,10.48
10.812,-3.55
5.43,8.758
9.238,12.817
5.283,-0.806
10.885,12.821
9.98,4.804
14.755,10.762
5.249,-0.726
11.163,-3.585
-6.138,8.071
-5.701,9.177
-6.076,7.639
5.868,-0.716
13.684,0.508
10.329,5.153
4.66,4.386
9.116,5.445
6.004,-0.143
-5.053,9.192
14.761,1.092
5.871,-1.427
14.197,8.958
10.111,12.8
12.041,14.631
13.585,-0.917
-1.172,2.817
10.524,-4.064
3.981,4.409
7.365,-0.479
14.093,0.016
-5.234,7.21
4.739,5.327
11.425,12.094
11.371,11.026
4.177,5.271
14.47,0.512
5.641,8.487
14.77,9.291
14.697,9.266
-1.462,2.691
10.839,14.768
9.72,4.478
10.532,-3.745
11.937,14.892
14.702,10.561
3.907,4.115
13.911,0.783
14.513,1.344
6.245,-1.491
12.402,15.15
14.226,8.916
4.39,4.174
4.563,7.967
-1.509,3.073
-1.422,4.832
11.274,10.741
10.233,12.239
-5.984,7.57
-4.781,8.025
13.767,0.473
14.601,11.073
14.821,8.955
11.897,14.002
6.938,9.201
-0.634,3.029
12.302,15.041
-4.907,7.898
12.367,15.028
15.458,10.924
15.509,9.668
12.328,-2.577
14.603,9.334
4.8,8.08
10.555,11.481
9.226,12.654
6.002,8.541
9.318,12.306
14.422,0.664
-4.87,9.158
10.045,4.833
-1.303,5.071
12.316,14.594
4.68,7.746
11.887,10.626
6.421,-0.835
-5.735,6.808
9.439,14.911
10.187,4.666
10.617,12.105
11.245,10.923
7.166,-0.48
10.394,5.063
7.275,12.382
-5.47,8.146
-5.452,8.042
13.162,-0.458
3.736,5.088
6.17,-0.551
10.96,11.554
11.306,14.748
4.616,6.265
-1.513,2.702
8.883,14.993
-1.466,3.853
5.322,4.455
15.429,10.562
10.758,14.147
8.466,5.947
-1.592,5.738
10.615,11.46
10.475,-4.343
-5.201,8.037
8.89,5.521
13.229,-0.538
-0.543,3.308
11.963,15.299
3.831,7.722
6.253,8.984
6.758,-1.364
-1.759,3.363
-4.92,8.895
15.574,10.49
10.664,11.159
9.789,5.187
-1.644,5.477
11.467,10.632
10.711,14.925
-5.675,8.481
4.524,6.386
13.655,-0.124
-4.435,7.001
11.4,15.007
-4.422,7.167
14.954,9.802
4.015,7.189
-5.456,8.16
-1.36,4.742
11.013,11.207
10.49,-4.456
11.028,11.216
8.421,5.321
12.083,10.131
10.939,14.526
15.375,10.327
-4.653,8.591
6.294,9.044
4.582,4.749
14.737,1.318
4.18,7.813
-6.096,8.067
5.646,5.502
-6.203,8.12
9.277,14.586
15.358,10.066
7.477,-0.631
-6.278,8.546
11.793,-1.886
13.517,-0.275
13.887,-0.481
11.356,15.08
-0.471,2.893
-1.751,3.27
-4.801,7.265
-1.553,2.737
8.873,4.881
-1.539,2.74
-4.436,8.401
6.184,9.025
3.947,5.327
5.891,-0.798
4.417,8.733
9.405,5.858
5.142,5.373
-5.548,8.16
9.869,12.752
13.227,-0.456
3.863,7.812
14.684,9.901
4.02,7.824
-1.343,3.926
11.792,-2.759
6.62,0.107
8.809,12.737
12.434,-1.367
-1.3,3.872
14.942,9.683
14.711,9.954
14.961,9.766
-1.145,2.49
-1.453,4.044
7.459,-0.865
13.835,0.032
14.85,10.678
10.166,15.246
-1.801,5.487
11.013,11.211
9.633,12.948
-1.22,3.418
7.47,-1.07
14.927,9.663
9.771,14.575
11.243,14.61
7.946,-0.802
11.066,14.616
4.529,6.069
14.634,9.424
3.916,7.85
6.095,-0.581
11.381,-3.635
9.458,5.838
11.925,14.212
6.724,0.246
3.969,4.476
-5.366,7.595
14.575,10.262
12.869,-1.857
-4.866,7.884
5.667,-0.771
5.334,5.345
3.894,5.057
4.987,5.352
10.88,14.892
-0.623,4.8
4.189,8.089
-5.495,8.868
-1.353,3.352
9.861,12.801
15.216,9.435
11.073,15.33
8.649,5.713
-6.226,7.978
10.201,11.429
12.968,-1.74
-5.921,8.317
-1.575,6.292
14.098,-0.011
11.526,-3.843
5.26,-1.128
-4.692,9.09
4.014,5.23
8.876,14.923
11.136,13.448
-5.064,8.242
5.904,8.564
6.815,-0.509
-1.048,3.52
-0.789,4.99
15.484,9.699
8.623,4.95
8.247,5.573
5.297,5.945
10.44,11.008
11.005,-4.057
-5.505,8.581
11.944,-2.998
14.001,-0.697
-4.547,7.065
5.457,-1.245
7.349,-0.3
4.507,5.324
4.792,8.211
10.587,15.244
-4.95,9.242
5.977,8.625
10.599,12.313
-1.179,2.95
12.584,-2.582
14.63,9.355
10.92,-3.191
9.722,5.56
-4.8,8.693
10.633,10.853
11.094,11.19
-1.598,3.491
-5.423,9.24
4.421,7.793
5.277,9.229
10.833,10.737
15.137,10.847
4.564,5.516
3.948,6.044
11.89,14.11
14.495,9.656
4.046,4.418
14.947,9.728
9.305,5.811
10.104,14.196
3.978,7.808
9.456,5.44
13.634,-0.965
3.98,7.692
4.653,7.714
5.156,5.462
5.037,-1.0
10.205,-4.368
4.901,5.512
6.902,-0.384
-6.234,7.953
14.574,10.167
13.334,-0.731
11.518,10.558
5.047,-1.078
3.612,7.179
13.339,-0.816
9.839,11.907
3.913,4.629
12.507,-2.274
5.164,-0.977
-1.749,5.105
-1.202,3.207
11.749,-3.538
4.657,7.883
9.477,5.043
3.77,4.914
3.789,5.938
-5.683,7.494
10.048,5.296
14.782,9.462
10.11,12.829
5.315,-1.051
5.08,5.387
14.076,9.456
5.229,8.588
11.54,15.306
5.371,8.841
-1.49,3.26
7.794,-0.553
10.881,13.61
5.128,6.016
-5.604,7.766
-0.578,3.781
4.784,7.959
-0.857,4.945
10.156,11.314
8.397,5.883
10.587,11.121
7.861,5.833
8.888,5.492
13.268,-0.75
10.434,11.289
5.494,4.787
4.304,8.14
-1.331,4.797
3.694,5.429
4.201,5.077
13.336,-0.761
-5.139,6.948
14.141,9.421
12.332,-2.414
11.39,14.661
12.002,14.28
15.434,9.353
10.211,13.96
-1.235,2.881
5.539,-1.274
4.163,7.952
5.543,4.79
11.518,15.325
13.669,-0.927
-6.174,7.67
3.854,4.774
-6.167,8.152
5.028,-1.151
-1.218,3.165
14.368,9.112
-1.222,2.984
7.858,-0.462
5.692,-0.409
10.932,12.319
-6.202,8.027
8.574,13.235
-1.305,2.942
8.69,5.064
4.697,4.264
-0.305,3.237
14.036,9.117
8.709,5.238
14.965,8.867
-4.948,9.072
11.089,13.503
8.479,5.43
10.806,13.456
4.753,8.142
4.896,4.71
9.939,15.037
10.388,11.423
15.14,9.263
5.09,-1.076
6.62,8.905
8.526,5.192
12.322,-2.084
10.521,11.538
7.657,-0.977
-1.657,3.975
11.104,14.076
-5.678,8.166
-0.635,2.944
10.677,11.033
11.497,-2.069
6.075,8.377
14.169,8.406
4.75,5.149
-0.618,4.819
4.93,4.461
6.885,-1.412
8.727,5.992
10.24,11.685
14.026,8.995
5.587,5.436
14.599,0.259
4.581,5.708
11.198,13.028
15.446,11.68
-5.515,8.337
8.515,13.296
11.4,14.532
7.633,-0.539
3.77,4.917
6.806,-0.909
10.398,11.292
-4.728,7.672
-5.541,7.501
-0.857,4.494
14.286,8.792
-1.26,4.595
5.204,-0.71
5.015,8.318
13.666,-0.552
5.496,8.855
10.232,11.245
-0.614,4.808
14.247,-0.147
